"Kalimat Berita","Jenis Berita"
"Nakhon Ratchasima-Atlet para-menembak Indonesia,Hanik Puji Astuti, sukses mempersembahkan medali emas bagi Indonesia diWorld Abilitysport Games(WAG) 2023. Ini adalah emas pertama bagi Hanik sepanjang kariernya di ajang internasional.Tampil di His Majesty the King's 80th Birthday Anniversary, Nakhon Ratchasima, Thailand, Senin (4/12/2023), Hanik bertanding di nomor Women's 10m Air Rifle Standing SH1.Atlet asal Jawa Tengah itu akhirnya sukses membukukan 245,4 poin dari 24 tembakan sekaligus mengungguli pesaingnya, Wannipa Leungvilai (Thailand), yang membukukan 244,8 poin.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Atlet Para Cycling RI Raih 3 Emas di World Abilitysport Games 2023Hanik juga mengalahkan empat rival lainnya yakni Veronika Vadovicova dari Slovakia, Chutima Saenlar (Thailand), Chutima Arunmat (Thailand), dan Zainab Ruwashed (Irak).Wakil Sekretaris Jenderal NPC Indonesia, Rima Ferdianto, memuji pencapaian Hanik yang sukses meraih emas di ajang internasional.""Saya sangat senang dengan medali emas yang diraih Hanik karena ini merupakan hasil manis dari perjuangan dan latihan kerasnya selama ini,"" kata Rima dalam rilis NPC Indonesia.Baca juga:Misi Perbakin Jelang Olimpiade Paris 2024""Hasil ini merupakan puncak dari prestasi Hanik hingga saat ini. Saya harapkan Hanik bisa mempertahankan performa bagus ini hingga Paralimpiade mendatang,"" Rima mengharapkan.Kemenangan Hanik sekaligus merupakan medali emas keempat bagi kontingen Indonesia di World Abilitysport Games 2023. Sebelumnya, tiga medali emas telah dipersembahkan atlet para-balap sepeda.Mereka ialah Muhammad Fadli Immamuddin, Sufyan Saori, dan Tifan Abid Alana yang tampil di nomor Individual Time Trial (ITT).Baca juga:Perbakin DKI Ditargetkan Raih Hasil Gemilang di PON 2024(mcy/adp)world abilitysport games 2023hanik puji astutimenembak","Sport"
"Jakarta-Selesai sudah gelaranLiga Esports Nasional 2023. Tampil sebagai juara adalahPajajaran Esports Bogor.Pada babakPlayoff Liga Esports Nasional 2023yang dihelat di Mahaka Square, Kelapa Gading, Jakarta Utara, Minggu (3/12/2023), ada enam tim yang ikut yakni Borneo FC Esports Samarinda, Onic Miracle Jakarta Selatan, Suber 24 Samarinda, Team Gryffin Badung, dan Pajajaran Esports Bogor.Sejak hari pertama, Jumat (1/12), persaingan sengit sudah terjadi dan adu strategi antartim terlihat di arena pertarungan. Pajajaran Esports sukses menjadi juara dengan mengalahkan Borneo FC Sports dengan skor 3-1 di babak Grand Final.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTJungle Pajajaran Esports Bogor, Hazle, melengkapi torehan juara timnya dengan didapuk sebagai MVP. Sedari babak awal, jalan Pajajaran memang terbilang mulus.Mereka mengalahkan Pendekar Esports Jakarta Selatan dengan skor 2-0 dan juga Onic Miracle dengan skor sama. Memasuki final Upper Bracket, mereka menghadapi tim Wild Card yang cukup disegani yaitu Borneo FC Esports Samarinda.Borneo FC Esports yang tampil konsisten di babak Series Liga 1, bertekad melakukan redemption arc setelah sebelumnya disalip Onic Miracle di kota terakhir, yaitu Makassar. Mereka kalah dari Pajajaran Esports dengan skor 1-3 dan harus turun ke Lowe Bracket.Borneo FC kemudian bisa bangkit untuk melibas Gryffin Badung Bali di final Lower Bracket dengan skor 3-0. Borneo FC kembali berhadapan dengan Pajajaran Esports.Baca juga:Playoff Liga Esports Nasional 2023 Dimulai Akhir Pekan IniSetelah sempat 2 game cepat, di mana Hazle bisa menunjukkan performanya dengan luar biasa, Borneo FC Esports mencuri ronde pertama di game ketiga yang menumbuhkan asa menang.Hazle kemudian unjuk gigi lagi di gim keempat dan dibantu rekan-rekannya, dia membawa Pajajaran Esports menang 3-1 di partai final bersejarah ini.Liga Esports Nasional adalah liga terbuka yang diselenggarakan sebagai bentuk komitmen dan keseriusan PBESI dan Garudaku untuk membawa prestasi Esports Indonesia ke kancah internasional, sekaligus menjaga pembinaan atlet-atlet potensial.""Kami mengucapkan selamat kepada Pajajaran Esports Bogor yang berhasil meraih gelar prestisius di panggung Esports nasional. Tak lupa, kami mengucapkan terima kasih kepada tim-tim Liga 1 Esports Nasional 2023 yang telah memberikan penampilan mengagumkan selama berkompetisi,"" ujar Sekjen PB ESI Frengky Ong dalam rilis kepadadetikSport.""Kami berharap, Liga Esports Nasional tahun 2024 dapat menciptakan panggung yang lebih besar dengan melibatkan lebih banyak atlet dan tim serta lebih banyak menyajikan lebih banyak nomor gim, dengan memberikan tempat sejajar untuk gim-gim lokal,"" pungkasnya.Baca juga:Daftar Juara Piala Presiden Esports 2023Simak Video ""Onic Menang Lawan RSG PH di ESL Snapdragon Mobile Legends""[Gambas:Video 20detik](mrp/yna)pajajaran esports bogorliga esports nasional 2023esportspb esipb esports","Sport"
"Pekanbaru- Ajang bulutangkis BNI Sirkuit Nasional (Sirnas) B Riau 2023 mulai bergulir di Pekanbaru. Berikut potret aksi ciamik para pesertanya.","Sport"
"Jakarta-Tiga atletpara-cycling Indonesiamerebut medali emas di ajangWorld Abilitysport Games (WAG) 2023. Mereka ialahMuhammad Fadli Imammuddin, Sufyan Saori, dan Tifan Abid Alana.Dalam keterangan tertulis NPC, perlombaan berlangsung di Suranaree University of Technology, Nakhon Ratchasima, Thailand pada Senin (4/12/ 2023), Fadli (kategori C4) dan Sufyan (C5) tampil lebih dulu dari nomor Individual Time Trial (ITT).Meskipun berbeda kelas, keduanya memulai perlombaan hampir bersamaan. Sufyan finis terlebih dulu sebagai pebalap tercepat dengan catatan waktu 26 menit 16,288 detik.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Meski Sibuk dengan Technobike, M Fadli Tetap Fokus untuk Asian Para GamesDia berhasil mengalahkan Witsarut Dangia (Thailand) dan Vilaphone Phouthavongsay (Laos). Dengan perolehan waktu tercepat, Sufyan berhak mendapatkan medali emas.Tidak lama berselang,Fadliyang finis juga keluar sebagai pebalap tercepat dari kelas C4 dengan waktu 26 menit 08,484 detik.Catatan waktu itu mengantarkan Fadli berhasil mengalahkan dua pesaingnya, Anre Nomme (Estonia) dan Stefan Korrodi (Swiss). Medali emas kedua pun sudah dipastikan bagi kontingen Indonesia.Baca juga:M Fadli Unjuk Gigi Gowes Bareng TechnobikeSelanjutnya, Abid yang bersaing di nomor C3 kembali mempersembahkan emas untuk kontingen Indonesia. Atlet asal Malang itu berhasil menorehkan catatan waktu 28 menit 18,844 detik untuk menjadi yang tercepat.Dengan demikian, tiga medali emas pertama sukses dipersembahkan oleh tim para-balap sepeda Indonesia.Fadlidkk dijadwalkan akan kembali bersaing di nomor Road Race di World Abilitysport Games 2023.Baca juga:M. Fadli Finis di Urutan 17 Paracycling Paralimpiade Tokyo 2020(mcy/cas)world abilitysport games 2023muhammad fadli imammuddin","Sport"
"Pekanbaru-Ajang untuk pebulutangkis mudaBNI Sirnas B Riau 2023terus bergulir di Pekanbaru. Salah satu hasilnya adalah kemenangan M.Dzaky Matalatta di babak 128 besar Tunggal Pemula Putra (TPA).BNI Sirnas B Pekanbaru 2023 mulai digelar sedari Senin (4/9) sampai dengan Sabtu (9/12) mendatang. GOR Remaja menjadi venue utama dan GOR Korpri menjadi venue pendukung. Seri ke-12BNI Sirnas 2023ini mempertandingkan kelompok usia dini (U-11), anak-anak (U-13), dan pemula (U-15).10 nomor dimainkan di BNI Sirnas B Riau 2023 yakni Tunggal Anak-Anak Putra (TAPA), Tunggal Anak-Anak Putri (TAPI), Ganda Anak-Anak Putra (GAPA), Ganda Anak-Anak Putri (GAPI), Tunggal Pemula Putra (TPA), Tunggal Pemula Putri (TPI), Ganda Pemula Putra (GPA), Ganda Pemula Putri (GPI), Tunggal Usia Dini Putra (UDPA/TUDA), dan Tunggal Usia Dini Putri (UDPI/TUDI).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Fadya Kalahkan Celly di 32 Besar BNI Sirnas B Riau 2023Salah satu pertandingan yang sudah tuntas dimainkan adalah di 128 besar nomor TPA. Ada unggulan keempat M.Dzaky Matalatta (JAYA RAYA) yang meraih kemenangan dua gim langsung dari Muhammad Khadafi (MASRI M BC), dengan skor kembar 21-7 dan 21-7.Hasil itu membuat Dzaky lolos ke 64 besarBNI Sirnas B Riau 2023. Lawannya di babak ini adalah Muhammad Sulthan Hidayat (MERANGIN BADMINTON CLUB), yang lolos berkat kemenanangan WO atas Ade Rifai Syahrani (PUTRA JAYA, NUNUKAN).Di partai lain nomor ini, ada pula kemenangan unggulan kedelapan Satria Adi Nugroho (MARKOTAMA JAYA) saat menghadapi Yosua Reventus Simatupang (PERMATA PERAWANG SIAK, RIAU). Ia memastikan lolos ke 64 besar dengan kemenangan 21-5, 21-6.Baca juga:113 Klub Bulutangkis Nasional Ramaikan BNI Sirnas B Riau 2023Nazril Adam Pramono (GALAXY) akan menjadi lawan Satria di babak 64 besar. Tiket ke babak itu diamankan Nazril setelah melewati Firmansyah Putra (ALDORIN SIAK, RIAU) dengan kemenangan 21-12, 21-16 di babak 128 besar.AjangBNI Sirnas 2023sendiri merupakan turnamen bulutangkis berskala nasional yang menjadi ajang unjuk gigi para pebulutangkis muda potensial. Gelaran itu sekaligus menjadi tolak ukur pembinaan bulutangkis nasional sekaligus ajang buat para atlet dalam menjaring poin nasional dan pematangan atlet-atlet muda potensial.Lewat BNI Sirnas 2023, para pebulutangkis muda Indonesia akan mengerahkan kemampuan terbaiknya dalam usaha merintis jalan ke pelatnas PBSI sekaligus menjadi pemain top andalan Merah Putih di masa depan.Ajang pencarian bibit muda bulutangkis ini didukung penuh oleh BNI. Sebagai salah bentuk komitmen untuk mempromosikan dan mempopulerkan BNI Sirkuit Nasional 2023, PP PBSI secara resmi juga bekerjasama dengan detikcom dan CNN Indonesia sebagai official media and broadcasting partner di semua seriBNI Sirnas 2023.Simak rangkuman informasi BNI Sirkuit Nasional 2023 selengkapnya dihalaman khusus berikut ini!(ras/krs)bni sirnas 2023bni sirkuit nasional 2023bni sirnas 2023 pekanbarumbanking sirnas pekanbaru","Sport"
"Jakarta-Gregoria Mariska Tunjungmenjadi salah satu atlet yang diproyeksikan meraih medali diOlimpiade Paris 2024. Untuk itu, ia pun bertekad tampil lebih stabil tahun depan.Berdasarkan peringkat kualifikasi Olimpiade di laman BWF per tanggal 28 November, Gregoria Mariska berada di peringkat kedelapan.Atlet kelahiran Wonogiri itu menjadi satu-satunya wakil Indonesia yang berada di zona lolosOlimpiade Paris 2024. Pelapis Gregoria, Putri Kusuma Wardani, terlempar jauh di posisi ke-27. Turun satu tingkat dari pekan lalu.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Gregoria Waspadai Faktor Nonteknis di BWF World Tour FinalsSesuai aturan kualifikasi bulutangkis di Olimpiade, di masing-masing Komite Olimpiade Nasional (NOC) dapat mengirimkan maksimal dua pemain, jika mereka berada di dalam 16 besar peringkat dunia BWF nomor tunggal. Sementara di sektor ganda, NOC dapat memasukkan maksimal dua pasangan jika mereka berada di delapan besar peringkat duni BWF.""Kalau dari diriku sendiri memang aku ingin banget pastinya dapat medali (Olimpiade), tapi bagaimana cara untuk bisa ke sana kan (mewujudkan medali) juga harus dibuktikan dengan turnamen-turnamen di tahun depan,"" kataGregoria Mariska Tunjungdi Pelatnas PBSI, Cipayung.""Mungkin aku harus bisa lebih stabil dan mungkin bisa lebih yakin lagi apa yang aku akan bawa nanti ke Olimpiade,"" kata Gregoria.Apa yang dikatakan Jorji, panggilan karib Gregoria Mariska Tunjung, boleh jadi dilatarbelakangi hasil-hasil dalam beberapa turnamen musim ini. Masih banyak turnamen yang hasilnya tak cukup memuaskan meskipun ia sukses meraih dua gelar pada tahun ini yaitu turnamen level 300 Spain Masters dan level 500 Japan Masters.Baca juga:BWF World Tour Finals 2023: Gregoria Vs 2 Lawan Super BeratSeperti di Malaysia Open, India Open, Singapore Open, Indonesia Open, Korea Open, China Open, Denmark Open, French Open, dan China Masters. Dari semuanya Gregoria terhenti di babak 32 dan 16 besar. Untuk bisa konsisten, Gregoria mengatakan sejauh ini sudah mulai mendapatkan treatment khusus menjelangOlimpiade Paris 2024.""Sejauh ini iya sih tapi dari kitanya sendiri, karena mungkin ditambah dengan turnamen yang banyak, jadi dari PBSI sudah kasih ke beberapa atlet special treatment. Cuma kalau timnya sejauh ini masih ganti-gantian belum ada tim khusus untuk Olympic. Sejauh ini ofisial untuk medis masih ganti-gantian,"" ujarnya.""Lebih ke jadwal recovery. Mungkin kita lebih diutamakan ketimbang yang enggak ikut olympic. Mungkin mereka kan turnamennya enggak sebanyak kita, jadi mungkin ada dua orang yang untuk handle kita. Sementara yang tidak ikut Olympic di-handle sama yang lain,""Gregoria Mariska Tunjungmenandaskan.(mcy/krs)gregoria mariska tunjungolimpiade paris 2024olimpiade parisolimpiade 2024","Sport"
"Jakarta-Pebulutangkis putriGregoria Mariska Tunjungmewaspadai faktor nonteknis yang akan menghambatnya saat bertanding diBWF World Tour Finals 2023.Gregoria mengatakan faktor nonteknis menjadi bagian penting setelah ia berkaca pada penampilannya di Japan Masters lalu.Meskipun sukses menjuarai turnamen BWF World Tour Super 500 tersebut, Gregoria sempat mengalami sakit perih pada bagian kapalan telapak kakinya yang robek saat bertanding melawan Beiwen Zhang di babak semifinal.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTIa pun tak ingin kondisi serupa terulang apalagi di turnamen penting seperti BWF World Tour Finals.""Kekurangan-kekurangan di luar lapangan yang kurang aku perhatikan, sampai kaki bisa kapalan, itu yang harus bisa aku lebih perhatikan lagi,"" kata Gregoria dalam acara Bright Up Cup 2023 yang berlangsung di GOR Sudirman, Surabaya, pada Minggu (3/12/2023).Baca juga:Jelang World Tour Finals 2023, Bagaimana Otot Lutut Ginting?Gregorialantas berharap di waktu yang tersisa sepekan ini dapat dimaksimalkan dengan baik agar dapat berada di top performa saat pertandingan nanti.""Pasti targetnya ingin tampilkan terbaik, tapi sejauh ini aku perbaiki diri lagi, supaya bisa berada di top performa baik. Jadi di sisa waktu ini akan aku maksimalkan dengan baik,"" ujar atlet kelahiran Wonogiri, Jawa Tengah.BWF World Tour Finals 2023 yang berlangsung di Hangzhou, pada 13-17 Desember ini. Di ajang yang memperebutkan hadiah total 2,5 juta dolar AS ini, Gregoria akan menghadapi An Se Young (Korea Selatan), Chen Yu Fei (China), Akane Yamaguchi (Jepang), Tai Tzu Ying (Taiwan), Carolina Marin (Spanyol), Han Yue (China), dan Beiwen Zhang (Amerika Serikat).Di World Tour Finals sebelumnya, juara Spain Masters 2023 ini tak sampai ke babak semifinal.Gregoriaharus menelan dua kekalahan dari An Se Young dan Akane Yamaguchi, setelah sebelumnya menang atas Chen Yu Fei 21-9, 14-21, 21-16 di babak penyisihan grup A BWF World Tour Finals 2022.Baca juga:6 Wakil Indonesia di BWF World Tour Finals 2023Simak Video ""Sorak-sorai Kemenangan Jorji Lawan Peringkat 5 Dunia di Media Sosial""[Gambas:Video 20detik](mcy/cas)gregoria mariska tunjungbwf tour finals 2023bwf tour finals","Sport"
"Jakarta-Anthony Sinisuka Gintingmengakui dirinya sempat mengalami masalah otot pada bagian lututnya. Hal itu terjadi saat masa persiapan menuju China Masters 2023. Namun, saat ini sudah semakin pulih.Hal itu diungkapkan Ginting dalam acara Bright Up Cup 2023 yang berlangsung di GOR Sudirman, Surabaya, pada Minggu (3/12/2023).Ginting menjadi salah satu atlet yang tampil dalam laga ekshibisi bersama penghuni Pelatnas PBSI lainnya seperti Gregoria Mariska Tunjung, Fajar Alfian/Muhammad Rian Ardianto, Hendra Setiawan, Bagas Maulana/Muhammad Shohibul Fikri.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTSerta dua pasang ganda campuran, Rinov Rivaldy/Phita Haningtyas Mentari dan Rehan Naufal Kusharjanto/Lisa Ayu Kusumawati.Dalam kesempatan itu, Ginting sempat ditanyakan terkait persiapan jelang turnamen terdekat BWF World Tour Finals, yang diselenggarakan di Hangzhou, pada 13-17 Desember ini.""Puji Tuhan dari kondisi segala macam, semakin hari semakin baik, terutama di kondisi lutut masih terus diperbaiki. Semoga semakin hari performanya kian baik juga,"" kata juara Singapore Open 2023 tersebut.Baca juga:6 Wakil Indonesia di BWF World Tour Finals 2023Ginting sendiri sebelumnya mengatakanBWF World Tour Finals 2023menjadi salah satu target pentingnya sejak awal musim 2023 berjalan. Dengan ia lolos maka kesempatan tersebut akan dimanfaatkannya sebaik mungkin. Terlebih, hanya delapan pebulutangkis terbaik yang dapat tampil di turnamen penutup tahun ini.""Buat bisa masuk ke WTF memang seperti bonus sih karena cuma 8 pemain yang bisa berpartisipasi. Pastinya ini jadi kesempatan yang besar juga buat saya, dan semua pemain yang ikut ke World Tour Finals ini dapat poin sebanyak-banyaknya karena ini masuk perhitungan poin Olimpiade,"" katanya.""Bisa dilihat juga kan, calon-calon lawannya 8 terbaik tahun ini, jadi tak akan semudah itu, lawan juga punya kans dan motivasi yang lebih juga seperti saya,"" ucap Ginting.""Untuk itu, saya akan fokusnya ke diri sendiri dulu, maksudnya buat bisa mengembalikan kondisi lebih baik lagi, latihannya. Ya semuanya bisa lebih baik nanti. Jadi saat sudah di sana (Hangzhou), sudah enggak ada pikiran apa-apa, tinggal main dan bertanding saja,"" ujarnya.Baca juga:Tekad Anthony Ginting Tutup Akhir Tahun dengan Manis(mcy/aff)bwf world tour finals 2023anthony sinisuka gintinganthony ginting","Sport"
"Pekanbaru-Di ajang bulutangkisBNI Sirnas B Riau 2023, Fadya Jauhara Zahrani selaku unggulan pertama Tunggal Usia Dini Putri (UDPI/TUDI)lolos ke babak 16 besar usai menang dua gim langsung melawan Celly Rumika Yoella Hutagaol.Perhelatan BNI Sirnas B Pekanbaru 2023 digelar sepanjang 4-9 Desember. GOR Remaja menjadi venue utama dan GOR Korpri menjadi venue pendukung. Seri ke-12BNI Sirnas 2023ini mempertandingkan kelompok usia dini (U-11), anak-anak (U-13), dan pemula (U-15).10 nomor dimainkan di BNI Sirnas B Riau 2023 yakni Tunggal Anak-Anak Putra (TAPA), Tunggal Anak-Anak Putri (TAPI), Ganda Anak-Anak Putra (GAPA), Ganda Anak-Anak Putri (GAPI), Tunggal Pemula Putra (TPA), Tunggal Pemula Putri (TPI), Ganda Pemula Putra (GPA), Ganda Pemula Putri (GPI), Tunggal Usia Dini Putra (UDPA/TUDA), dan Tunggal Usia Dini Putri (UDPI/TUDI).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTDalam pertandingan babak 32 besar UDPI di GOR Korpri, Senin (4/12), Fadya meraih kemenangan dengan skor kembang 21-4 dan 21-4 ketika berhadapan dengan Celly. Tiket 16 besar diraih Fadya.Baca juga:113 Klub Bulutangkis Nasional Ramaikan BNI Sirnas B Riau 2023Di babak 16 besarBNI Sirnas B Riau 2023,Fadya akan berhadapan dengan Yohana Yulyana Risdi yang maju ke babak ini usai menyisihkan Siti Hafshah. Keduanya berduel alot rubber game dengan skor akhir 21-13, 14-21, 21-17.Di partai lain nomor yang sama, unggulan ketiga Nalini Sugiati Rahardjo juga meraih tiket ke 16 besar. Ia melewati Andi Intan Aqilah usai bermain 21-7, 21-4 selama 15 menit. Lawannya di 16 besar adalah Nadhifah Amira yang menang WO.AjangBNI Sirnas 2023sendiri merupakan turnamen bulutangkis berskala nasional yang menjadi ajang unjuk gigi para pebulutangkis muda potensial. Gelaran itu sekaligus menjadi tolak ukur pembinaan bulutangkis nasional sekaligus ajang buat para atlet dalam menjaring poin nasional dan pematangan atlet-atlet muda potensial.Baca juga:BNI Sirnas B Banjarbaru: Driver Online Ikut Cuan, Kian Banyak OrderanLewat BNI Sirnas 2023, para pebulutangkis muda Indonesia akan mengerahkan kemampuan terbaiknya dalam usaha merintis jalan ke pelatnas PBSI sekaligus menjadi pemain top andalan Merah Putih di masa depan.Ajang pencarian bibit muda bulutangkis ini didukung penuh oleh BNI. Sebagai salah bentuk komitmen untuk mempromosikan dan mempopulerkan BNI Sirkuit Nasional 2023, PP PBSI secara resmi juga bekerjasama dengan detikcom dan CNN Indonesia sebagai official media and broadcasting partner di semua seriBNI Sirnas 2023.Simak rangkuman informasi BNI Sirkuit Nasional 2023 selengkapnya dihalaman khusus berikut ini!(krs/cas)bni sirnas 2023bni sirkuit nasional 2023bni sirnas 2023 pekanbarumbanking sirnas pekanbaru","Sport"
"Pekanbaru-Ajang bulutangkisBNI Sirkuit Nasional (Sirnas) 2023digelar di Pekanbaru, Riau, mulai hari Senin (4/12) ini. Setidaknya ada 485 atlet ikut berlaga dari 113 klub bulutangkis nasional.BNI Sirnas B Riau 2023 digelar di Gor Ramaja Jalan Jenderal Sudirman dan Gor di komplek MTQ Pekanbaru yang dimulai sejak 4-9 Desember mendatang. Terlihat sejumlah atlet bulutangkis mulai unjuk gigi dan skil bermain.Kabid Turnamen Nasional dan Perwasitan PP PBSI Mimi Irawan mencatat ada 485 atlet bermain diBNI Sirnas B Riau 2023. Atlet di masing-masing klub bisa bermain dua kali di ajang ini.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:BNI Sirnas B Riau 2023 Siap Digelar, Ini Hasil Sebelumnya di Sumsel""Ini peserta cukup banyak, ada 485 atlet. Satu orang atlet boleh main dua kali dan anak-anak ini mewakili 113 klub bulutangkis nasional,"" kata Mimi.Melihat data ratusan atlet bermain, Mimi mengaku bangga. Itu artinya gaung BNI Sirkuit Nasional sudah cukup baik setelah pandemi.Bukan hanya soal target, Mimi berharap BNI Sirnas bisa membangkitkan mental anak-anak. Khususnya yang ada di Bumi Lancang Kuning untuk bisa naik kelas ke tingkat nasional.""Di sini mental anak-anak kita bangun, ya jangan hanya menang, tetapi keberanian,"" kata Mimi.Untuk kelompok usia, tercatat ada tiga kelompok bermain di BNI Sirnas 2023 seri ke-12 ini. Ketiga kelompok mulai usia dini di bawah 11 tahun, anak-anak 13 tahun dan pemula di usia 15 tahun.""Boleh saja anak-anak main di usia pemula, asal dia sudah siap, dia naik kelas, ya tidak ada larangan. Tapi kita sarankan main di kelompoknya dahulu karena bulutangkis bukan permainan yang mudah, butuh skil, power dan lainnya,"" katanya.Baca juga:Kalender Lengkap BNI Sirkuit Nasional 2023, Kini Siap Main di RiauKabid Perwasitan dan Turnamen PBSI Mimi Irawan di BNI Sirnas B Pekanbaru 2023. Foto: Raja Adil Siregar/detikcomDalam beberapa laga, Mimi melihat bakat pemain bervariasi. Ada yang bermain unik hingga skil yang mumpuni dengan mental yang sudah teruji.""Kita lihat ini anak-anak, tapi gaya mainnya unik-unik. Ini yang menarik, tentu motivasi juga bagi mereka. Ratusan klub itu dari nasional. Ada yang dari Sulawesi juga, ya dari manapun dia datang enggak masalah,"" kata Mimi.Tercatat ada 10 nomor yang akan dimainkan dalam tiga kelompok usia. 10 nomor itu mulai dari Tunggal Anak-Anak Putra (TAPA), Tunggal Anak-Anak Putri (TAPI), Ganda Anak-Anak Putra (GAPA), Ganda Anak-Anak Putri (GAPI), Tunggal Pemula Putra (TPA), Tunggal Pemula Putri (TPI), Ganda Pemula Putra (GPA), Ganda Pemula Putri (GPI), Tunggal Usia Dini Putra (TUDA), dan Tunggal Usia Dini Putri (TUDI).(ras/krs)bni sirnas 2023bni sirkuit nasional 2023bni sirnas 2023 pekanbarumbanking sirnas pekanbaru","Sport"
